"SEX" "LENGTH" "DIAM" "HEIGHT" "WHOLE" "SHUCK" "VISCERA" "SHELL" "RINGS" "CLASS"
"3544" "F" 0.6 0.475 0.155 1.059 0.441 0.19 0.39 11 "A4"
"3545" "M" 0.6 0.475 0.23 1.157 0.522 0.2235 0.36 11 "A4"
"3546" "F" 0.6 0.475 0.17 1.088 0.4905 0.2475 0.31 10 "A3"
"3547" "F" 0.6 0.485 0.145 0.776 0.3545 0.1585 0.239 9 "A3"
"3548" "F" 0.62 0.48 0.165 1.043 0.4835 0.221 0.31 10 "A3"
"3549" "M" 0.625 0.48 0.16 1.1415 0.5795 0.2145 0.29 9 "A3"
"3550" "F" 0.625 0.475 0.16 1.3335 0.605 0.2875 0.319 10 "A3"
"3551" "F" 0.625 0.5 0.175 1.273 0.564 0.302 0.374 9 "A3"
"3552" "M" 0.625 0.49 0.165 1.1835 0.517 0.2375 0.39 11 "A4"
"3553" "M" 0.625 0.485 0.16 1.2135 0.631 0.2235 0.302 9 "A3"
"3554" "I" 0.63 0.465 0.15 1.0315 0.4265 0.24 0.325 11 "A4"
"3555" "M" 0.635 0.495 0.17 1.3695 0.657 0.3055 0.365 10 "A3"
"3556" "M" 0.65 0.515 0.185 1.3745 0.75 0.1805 0.369 12 "A4"
"3557" "M" 0.65 0.515 0.18 1.463 0.658 0.3135 0.4115 11 "A4"
"3558" "F" 0.65 0.52 0.195 1.6275 0.689 0.3905 0.432 11 "A4"
"3559" "F" 0.65 0.475 0.165 1.3875 0.58 0.3485 0.3095 9 "A3"
"3560" "M" 0.655 0.525 0.16 1.46 0.686 0.311 0.405 11 "A4"
"3561" "F" 0.655 0.53 0.165 1.2835 0.583 0.1255 0.4 8 "A2"
"3562" "F" 0.66 0.5 0.155 1.3765 0.6485 0.288 0.335 12 "A4"
"3563" "M" 0.66 0.515 0.2 1.6465 0.749 0.422 0.401 11 "A4"
"3564" "M" 0.675 0.515 0.145 1.265 0.6025 0.299 0.325 10 "A3"
"3565" "M" 0.685 0.53 0.17 1.56 0.647 0.383 0.465 11 "A4"
"3566" "M" 0.715 0.52 0.18 1.6 0.708 0.3525 0.445 12 "A4"
"3567" "M" 0.735 0.555 0.22 2.333 1.2395 0.3645 0.6195 12 "A4"
"3568" "I" 0.175 0.125 0.04 0.028 0.0095 0.008 0.009 4 "A1"
"3569" "I" 0.37 0.285 0.095 0.226 0.1135 0.0515 0.0675 8 "A2"
"3570" "I" 0.395 0.3 0.09 0.2855 0.1385 0.0625 0.077 5 "A1"
"3571" "I" 0.42 0.325 0.11 0.325 0.1245 0.0755 0.1025 7 "A2"
"3572" "I" 0.455 0.37 0.11 0.514 0.2385 0.1235 0.126 8 "A2"
"3573" "I" 0.495 0.375 0.115 0.5755 0.31 0.1145 0.1395 8 "A2"
"3574" "F" 0.51 0.375 0.11 0.5805 0.2865 0.118 0.148 7 "A2"
"3575" "M" 0.515 0.39 0.14 0.678 0.341 0.1325 0.119 8 "A2"
"3576" "M" 0.545 0.43 0.155 0.8035 0.409 0.144 0.228 7 "A2"
"3577" "F" 0.555 0.405 0.12 0.913 0.4585 0.196 0.2065 9 "A3"
"3578" "M" 0.58 0.45 0.16 0.8675 0.3935 0.221 0.215 9 "A3"
"3579" "F" 0.59 0.465 0.17 1.0425 0.4635 0.24 0.27 10 "A3"
"3580" "M" 0.6 0.46 0.18 1.14 0.423 0.2575 0.365 10 "A3"
"3581" "F" 0.61 0.49 0.17 1.3475 0.7045 0.25 0.3045 11 "A4"
"3582" "M" 0.615 0.475 0.155 1.0735 0.4375 0.2585 0.31 11 "A4"
"3583" "M" 0.615 0.475 0.19 1.4335 0.7315 0.305 0.3285 9 "A3"
"3584" "M" 0.615 0.495 0.2 1.304 0.5795 0.3115 0.371 14 "A5"
"3585" "M" 0.62 0.46 0.16 0.9505 0.4915 0.2 0.228 9 "A3"
"3586" "M" 0.63 0.515 0.17 1.385 0.6355 0.2955 0.38 11 "A4"
"3587" "F" 0.64 0.5 0.17 1.12 0.4955 0.2645 0.32 12 "A4"
"3588" "F" 0.64 0.5 0.17 1.2645 0.565 0.3375 0.315 9 "A3"
"3589" "F" 0.655 0.455 0.17 1.275 0.583 0.303 0.333 8 "A2"
"3590" "M" 0.655 0.505 0.165 1.27 0.6035 0.262 0.335 10 "A3"
"3591" "M" 0.66 0.53 0.175 1.583 0.7395 0.3505 0.405 10 "A3"
"3592" "F" 0.665 0.5 0.175 1.4355 0.643 0.345 0.37 9 "A3"
"3593" "F" 0.67 0.525 0.195 1.42 0.573 0.368 0.3905 10 "A3"
"3594" "M" 0.69 0.53 0.19 1.5955 0.678 0.331 0.48 10 "A3"
"3595" "M" 0.715 0.525 0.2 1.89 0.95 0.436 0.4305 10 "A3"
"3596" "F" 0.735 0.565 0.225 2.037 0.87 0.5145 0.5675 13 "A5"
"3597" "I" 0.27 0.205 0.05 0.084 0.03 0.0185 0.029 6 "A1"
"3598" "I" 0.285 0.225 0.07 0.1005 0.0425 0.0185 0.035 7 "A2"
"3599" "I" 0.295 0.22 0.085 0.1285 0.0585 0.027 0.0365 5 "A1"
"3600" "I" 0.3 0.225 0.075 0.1345 0.057 0.028 0.044 5 "A1"
"3601" "I" 0.3 0.22 0.065 0.1195 0.052 0.0155 0.035 5 "A1"
"3602" "I" 0.36 0.265 0.085 0.1895 0.0725 0.0515 0.055 6 "A1"
"3603" "I" 0.37 0.275 0.095 0.257 0.1015 0.055 0.0825 6 "A1"
"3604" "I" 0.39 0.29 0.09 0.2745 0.135 0.0455 0.078 8 "A2"
"3605" "I" 0.435 0.325 0.1 0.342 0.1335 0.0835 0.105 6 "A1"
"3606" "I" 0.44 0.34 0.105 0.344 0.123 0.081 0.125 8 "A2"
"3607" "I" 0.44 0.32 0.095 0.3275 0.1495 0.059 0.1 8 "A2"
"3608" "I" 0.445 0.345 0.12 0.4035 0.169 0.0825 0.13 7 "A2"
"3609" "I" 0.465 0.37 0.115 0.4075 0.1515 0.0935 0.1455 9 "A3"
"3610" "I" 0.465 0.355 0.12 0.4975 0.2375 0.099 0.14 8 "A2"
"3611" "I" 0.47 0.345 0.12 0.3685 0.1525 0.0615 0.125 8 "A2"
"3612" "I" 0.475 0.365 0.105 0.4175 0.1645 0.099 0.127 7 "A2"
"3613" "I" 0.475 0.335 0.1 0.4425 0.1895 0.086 0.135 9 "A3"
"3614" "I" 0.475 0.35 0.125 0.4225 0.1905 0.079 0.1355 9 "A3"
"3615" "I" 0.485 0.365 0.125 0.426 0.163 0.0965 0.151 8 "A2"
"3616" "I" 0.49 0.39 0.12 0.511 0.2205 0.103 0.1745 9 "A3"
"3617" "I" 0.515 0.405 0.13 0.573 0.213 0.134 0.195 9 "A3"
"3618" "I" 0.52 0.415 0.14 0.6385 0.2945 0.1405 0.171 8 "A2"
"3619" "I" 0.525 0.405 0.125 0.657 0.2985 0.1505 0.168 10 "A3"
"3620" "F" 0.525 0.425 0.14 0.8735 0.4205 0.182 0.2225 10 "A3"
"3621" "I" 0.53 0.425 0.13 0.781 0.3905 0.2005 0.215 9 "A3"
"3622" "I" 0.53 0.42 0.14 0.6765 0.256 0.1855 0.208 9 "A3"
"3623" "M" 0.53 0.41 0.125 0.769 0.346 0.173 0.215 9 "A3"
"3624" "I" 0.53 0.395 0.125 0.6235 0.2975 0.108 0.195 11 "A4"
"3625" "M" 0.535 0.405 0.14 0.7315 0.336 0.156 0.19 7 "A2"
"3626" "I" 0.535 0.45 0.155 0.8075 0.3655 0.148 0.2595 10 "A3"
"3627" "M" 0.545 0.41 0.14 0.737 0.349 0.15 0.212 9 "A3"
"3628" "F" 0.545 0.41 0.125 0.654 0.2945 0.1315 0.205 10 "A3"
"3629" "I" 0.55 0.415 0.15 0.7915 0.3535 0.176 0.236 10 "A3"
"3630" "I" 0.55 0.45 0.14 0.753 0.3445 0.1325 0.24 8 "A2"
"3631" "I" 0.55 0.4 0.135 0.717 0.3315 0.1495 0.221 9 "A3"
"3632" "I" 0.555 0.43 0.15 0.783 0.345 0.1755 0.247 9 "A3"
"3633" "I" 0.575 0.45 0.145 0.872 0.4675 0.18 0.217 9 "A3"
"3634" "I" 0.575 0.44 0.15 0.983 0.486 0.215 0.239 8 "A2"
"3635" "F" 0.585 0.42 0.155 1.034 0.437 0.2225 0.32 11 "A4"
"3636" "F" 0.585 0.465 0.145 0.9855 0.4325 0.2145 0.2845 10 "A3"
"3637" "I" 0.585 0.46 0.14 0.7635 0.326 0.153 0.265 9 "A3"
"3638" "M" 0.59 0.465 0.135 0.9895 0.4235 0.199 0.28 8 "A2"
"3639" "I" 0.595 0.47 0.135 0.9365 0.434 0.184 0.287 10 "A3"
"3640" "F" 0.595 0.44 0.135 0.964 0.5005 0.1715 0.2575 10 "A3"
"3641" "F" 0.595 0.46 0.155 1.0455 0.4565 0.24 0.3085 10 "A3"
"3642" "F" 0.595 0.45 0.165 1.081 0.49 0.2525 0.279 12 "A4"
"3643" "M" 0.6 0.47 0.16 1.012 0.441 0.2015 0.305 10 "A3"
"3644" "F" 0.6 0.5 0.16 1.122 0.5095 0.256 0.309 10 "A3"
"3645" "M" 0.605 0.49 0.165 1.1245 0.492 0.222 0.3555 11 "A4"
"3646" "F" 0.605 0.49 0.15 1.1345 0.4305 0.2525 0.35 10 "A3"
"3647" "M" 0.61 0.45 0.19 1.0805 0.517 0.2495 0.2935 10 "A3"
"3648" "F" 0.61 0.495 0.165 1.0835 0.4525 0.273 0.317 9 "A3"
"3649" "M" 0.615 0.47 0.175 1.242 0.5675 0.287 0.317 11 "A4"
"3650" "M" 0.62 0.5 0.18 1.3915 0.726 0.2795 0.332 11 "A4"
"3651" "M" 0.62 0.525 0.155 1.085 0.454 0.1965 0.35 10 "A3"
"3652" "I" 0.62 0.47 0.155 0.966 0.447 0.171 0.284 11 "A4"
"3653" "M" 0.62 0.48 0.165 1.0855 0.481 0.2575 0.305 10 "A3"
"3654" "F" 0.625 0.485 0.135 1.3025 0.61 0.2675 0.3605 14 "A5"
"3655" "I" 0.625 0.485 0.16 1.15 0.5255 0.257 0.3315 11 "A4"
"3656" "I" 0.63 0.49 0.17 1.217 0.5515 0.212 0.31 11 "A4"
"3657" "F" 0.63 0.505 0.195 1.306 0.516 0.3305 0.375 9 "A3"
"3658" "M" 0.64 0.5 0.175 1.273 0.5065 0.2925 0.405 13 "A5"
"3659" "M" 0.645 0.51 0.19 1.4865 0.6445 0.296 0.425 12 "A4"
"3660" "M" 0.65 0.52 0.17 1.3655 0.6155 0.2885 0.36 11 "A4"
"3661" "M" 0.65 0.495 0.17 1.276 0.6215 0.2305 0.399 11 "A4"
"3662" "M" 0.65 0.495 0.16 1.2075 0.55 0.2695 0.32 10 "A3"
"3663" "F" 0.65 0.52 0.195 1.281 0.5985 0.246 0.3825 10 "A3"
"3664" "M" 0.65 0.525 0.205 1.4275 0.69 0.306 0.4355 13 "A5"
"3665" "M" 0.65 0.51 0.175 1.155 0.4955 0.2025 0.385 12 "A4"
"3666" "F" 0.65 0.51 0.175 1.35 0.575 0.3155 0.3885 10 "A3"
"3667" "M" 0.65 0.525 0.19 1.3685 0.5975 0.296 0.4 11 "A4"
"3668" "F" 0.66 0.53 0.17 1.431 0.622 0.309 0.398 10 "A3"
"3669" "M" 0.66 0.51 0.18 1.261 0.5 0.2335 0.339 10 "A3"
"3670" "F" 0.665 0.54 0.195 1.764 0.8505 0.3615 0.47 11 "A4"
"3671" "F" 0.67 0.51 0.155 1.278 0.5605 0.3045 0.358 11 "A4"
"3672" "M" 0.67 0.54 0.195 1.217 0.532 0.2735 0.3315 11 "A4"
"3673" "F" 0.67 0.54 0.2 1.46 0.6435 0.328 0.4165 9 "A3"
"3674" "F" 0.675 0.535 0.185 1.5575 0.7035 0.402 0.4 11 "A4"
"3675" "M" 0.675 0.51 0.17 1.527 0.809 0.318 0.341 11 "A4"
"3676" "F" 0.675 0.53 0.195 1.4985 0.62 0.375 0.425 9 "A3"
"3677" "M" 0.685 0.55 0.19 1.885 0.89 0.41 0.4895 10 "A3"
"3678" "M" 0.685 0.535 0.175 1.432 0.637 0.247 0.46 11 "A4"
"3679" "M" 0.705 0.55 0.21 1.4385 0.655 0.3255 0.462 11 "A4"
"3680" "F" 0.705 0.53 0.17 1.564 0.612 0.394 0.44 10 "A3"
"3681" "F" 0.725 0.56 0.185 1.792 0.873 0.367 0.435 11 "A4"
"3682" "M" 0.78 0.6 0.21 2.548 1.1945 0.5745 0.6745 11 "A4"
"3683" "I" 0.235 0.13 0.075 0.1585 0.0685 0.037 0.0465 5 "A1"
"3684" "I" 0.35 0.25 0.1 0.4015 0.1725 0.063 0.1255 7 "A2"
"3685" "I" 0.36 0.25 0.115 0.465 0.21 0.1055 0.128 7 "A2"
"3686" "F" 0.38 0.32 0.115 0.6475 0.323 0.1325 0.164 7 "A2"
"3687" "M" 0.43 0.31 0.13 0.6485 0.2735 0.163 0.184 9 "A3"
"3688" "I" 0.465 0.36 0.105 0.452 0.22 0.159 0.1035 9 "A3"
"3689" "I" 0.47 0.355 0.12 0.4915 0.1765 0.1125 0.1325 9 "A3"
"3690" "F" 0.485 0.365 0.15 0.9145 0.4145 0.199 0.273 7 "A2"
"3691" "M" 0.495 0.375 0.155 0.976 0.45 0.2285 0.2475 9 "A3"
"3692" "I" 0.5 0.395 0.145 0.7865 0.332 0.1815 0.2455 8 "A2"
"3693" "M" 0.505 0.4 0.15 0.775 0.3445 0.157 0.185 7 "A2"
"3694" "I" 0.51 0.375 0.15 0.8415 0.3845 0.156 0.255 10 "A3"
"3695" "M" 0.51 0.38 0.135 0.681 0.3435 0.142 0.17 9 "A3"
"3696" "M" 0.515 0.37 0.115 0.6145 0.3415 0.155 0.146 9 "A3"
"3697" "F" 0.55 0.415 0.18 1.1655 0.502 0.301 0.311 9 "A3"
"3698" "F" 0.575 0.42 0.19 1.764 0.914 0.377 0.4095 10 "A3"
"3699" "M" 0.605 0.455 0.16 1.1215 0.533 0.273 0.271 10 "A3"
"3700" "M" 0.615 0.505 0.165 1.167 0.4895 0.2955 0.345 10 "A3"
"3701" "M" 0.615 0.475 0.15 1.0375 0.476 0.2325 0.283 9 "A3"
"3702" "M" 0.625 0.48 0.18 1.223 0.565 0.2975 0.3375 10 "A3"
"3703" "M" 0.625 0.47 0.15 1.124 0.556 0.2315 0.287 9 "A3"
"3704" "F" 0.635 0.505 0.17 1.2635 0.512 0.322 0.355 9 "A3"
"3705" "F" 0.65 0.525 0.165 1.238 0.647 0.2485 0.3005 9 "A3"
"3706" "F" 0.65 0.5 0.17 1.4045 0.694 0.318 0.3235 11 "A4"
"3707" "F" 0.67 0.525 0.195 1.37 0.6065 0.2955 0.407 12 "A4"
"3708" "F" 0.695 0.525 0.205 1.8185 0.819 0.4025 0.4525 13 "A5"
"3709" "F" 0.705 0.555 0.195 1.7525 0.7105 0.4215 0.516 12 "A4"
"3710" "I" 0.275 0.205 0.065 0.101 0.041 0.021 0.034 5 "A1"
"3711" "I" 0.285 0.205 0.07 0.106 0.039 0.0285 0.034 5 "A1"
"3712" "I" 0.36 0.265 0.085 0.1865 0.0675 0.037 0.0615 7 "A2"
"3713" "I" 0.385 0.29 0.1 0.2575 0.1 0.061 0.086 6 "A1"
"3714" "I" 0.4 0.315 0.1 0.3225 0.143 0.0735 0.091 6 "A1"
"3715" "I" 0.43 0.33 0.095 0.32 0.118 0.065 0.123 7 "A2"
"3716" "I" 0.435 0.375 0.11 0.4155 0.17 0.076 0.145 8 "A2"
"3717" "I" 0.45 0.335 0.115 0.3935 0.195 0.071 0.11 7 "A2"
"3718" "I" 0.475 0.355 0.135 0.4775 0.2145 0.09 0.1435 8 "A2"
"3719" "I" 0.475 0.36 0.11 0.452 0.191 0.099 0.13 8 "A2"
"3720" "I" 0.485 0.37 0.14 0.5065 0.2425 0.088 0.1465 8 "A2"
"3721" "I" 0.51 0.395 0.105 0.5525 0.234 0.127 0.165 8 "A2"
"3722" "I" 0.515 0.39 0.12 0.565 0.235 0.135 0.179 9 "A3"
"3723" "I" 0.52 0.41 0.14 0.699 0.3395 0.129 0.1945 10 "A3"
"3724" "I" 0.525 0.4 0.14 0.6055 0.2605 0.108 0.21 9 "A3"
"3725" "M" 0.53 0.425 0.155 0.7905 0.307 0.171 0.2595 9 "A3"
"3726" "M" 0.53 0.425 0.13 0.702 0.2975 0.1395 0.22 9 "A3"
"3727" "M" 0.53 0.42 0.135 0.675 0.294 0.156 0.1825 10 "A3"
"3728" "I" 0.53 0.395 0.115 0.475 0.2025 0.101 0.148 8 "A2"
"3729" "I" 0.53 0.41 0.15 0.612 0.2435 0.1525 0.1895 11 "A4"
"3730" "I" 0.535 0.4 0.145 0.705 0.3065 0.1365 0.22 10 "A3"
"3731" "I" 0.535 0.45 0.135 0.728 0.2845 0.1845 0.265 9 "A3"
"3732" "F" 0.555 0.44 0.14 0.846 0.346 0.1715 0.2735 10 "A3"
"3733" "M" 0.555 0.46 0.16 0.86 0.3345 0.1935 0.275 10 "A3"
"3734" "M" 0.56 0.465 0.145 0.8875 0.3345 0.22 0.2695 9 "A3"
"3735" "F" 0.56 0.43 0.145 0.898 0.3895 0.2325 0.245 9 "A3"
"3736" "I" 0.565 0.43 0.125 0.6545 0.2815 0.139 0.21 9 "A3"
"3737" "I" 0.575 0.45 0.145 0.795 0.364 0.1505 0.26 10 "A3"
"3738" "M" 0.575 0.465 0.12 1.0535 0.516 0.2185 0.235 9 "A3"
"3739" "F" 0.575 0.46 0.15 0.927 0.333 0.207 0.2985 9 "A3"
"3740" "I" 0.58 0.42 0.14 0.701 0.3285 0.102 0.2255 9 "A3"
"3741" "M" 0.58 0.45 0.155 0.8275 0.321 0.1975 0.2445 8 "A2"
"3742" "F" 0.585 0.42 0.155 0.9845 0.442 0.2155 0.2875 13 "A5"
"3743" "M" 0.585 0.47 0.145 0.9565 0.4025 0.2365 0.265 9 "A3"
"3744" "I" 0.59 0.45 0.125 0.86 0.437 0.1515 0.245 9 "A3"
"3745" "M" 0.595 0.48 0.185 1.1785 0.526 0.2975 0.314 10 "A3"
"3746" "M" 0.615 0.48 0.185 1.2205 0.4985 0.315 0.33 10 "A3"
"3747" "M" 0.615 0.455 0.13 0.9685 0.49 0.182 0.2655 10 "A3"
"3748" "F" 0.62 0.5 0.175 1.107 0.4895 0.24 0.343 11 "A4"
"3749" "I" 0.62 0.48 0.18 1.1305 0.5285 0.2655 0.306 12 "A4"
"3750" "M" 0.62 0.48 0.155 1.2555 0.527 0.374 0.3175 11 "A4"
"3751" "M" 0.625 0.495 0.155 1.177 0.5055 0.278 0.345 9 "A3"
"3752" "M" 0.625 0.5 0.185 1.2425 0.5995 0.248 0.335 10 "A3"
"3753" "M" 0.63 0.49 0.16 1.09 0.407 0.224 0.354 12 "A4"
"3754" "F" 0.63 0.475 0.15 1.072 0.433 0.2975 0.315 8 "A2"
"3755" "F" 0.645 0.51 0.155 1.129 0.5015 0.24 0.342 10 "A3"
"3756" "F" 0.65 0.505 0.175 1.2075 0.5105 0.262 0.39 10 "A3"
"3757" "F" 0.65 0.495 0.175 1.227 0.528 0.258 0.37 11 "A4"
"3758" "F" 0.655 0.52 0.175 1.472 0.6275 0.27 0.45 13 "A5"
"3759" "F" 0.665 0.525 0.18 1.5785 0.678 0.229 0.456 14 "A5"
"3760" "M" 0.67 0.52 0.175 1.4755 0.6275 0.379 0.374 10 "A3"
"3761" "M" 0.675 0.54 0.175 1.5545 0.6645 0.278 0.512 12 "A4"
"3762" "F" 0.675 0.54 0.21 1.593 0.686 0.318 0.45 11 "A4"
"3763" "M" 0.695 0.58 0.2 1.8995 0.675 0.478 0.5295 13 "A5"
"3764" "F" 0.695 0.535 0.175 1.361 0.5465 0.2815 0.465 10 "A3"
"3765" "F" 0.705 0.56 0.17 1.4575 0.607 0.318 0.44 11 "A4"
"3766" "M" 0.74 0.58 0.205 2.381 0.8155 0.4695 0.488 12 "A4"
"3767" "I" 0.205 0.155 0.045 0.0495 0.0235 0.011 0.014 3 "A1"
"3768" "I" 0.305 0.23 0.075 0.1455 0.0595 0.0305 0.05 6 "A1"
"3769" "I" 0.32 0.23 0.06 0.129 0.0615 0.0275 0.0355 7 "A2"
"3770" "I" 0.355 0.27 0.1 0.2255 0.11 0.042 0.064 7 "A2"
"3771" "M" 0.425 0.305 0.11 0.359 0.173 0.0875 0.0975 9 "A3"
"3772" "I" 0.425 0.31 0.095 0.3505 0.1645 0.071 0.1 8 "A2"
"3773" "F" 0.45 0.365 0.115 0.5885 0.318 0.121 0.1325 8 "A2"
"3774" "M" 0.515 0.385 0.13 0.623 0.2855 0.1285 0.175 10 "A3"
"3775" "F" 0.52 0.375 0.135 0.5375 0.221 0.117 0.17 8 "A2"
"3776" "I" 0.525 0.4 0.125 0.5655 0.2435 0.119 0.175 8 "A2"
"3777" "M" 0.555 0.445 0.13 0.8625 0.4225 0.155 0.24 9 "A3"
"3778" "F" 0.61 0.49 0.17 1.137 0.4605 0.2825 0.344 12 "A4"
"3779" "I" 0.35 0.26 0.095 0.221 0.0985 0.043 0.07 8 "A2"
"3780" "I" 0.38 0.275 0.095 0.2425 0.106 0.0485 0.21 6 "A1"
"3781" "I" 0.46 0.34 0.1 0.386 0.1805 0.0875 0.0965 8 "A2"
"3782" "M" 0.465 0.355 0.12 0.5315 0.2725 0.097 0.1395 8 "A2"
"3783" "M" 0.475 0.385 0.12 0.562 0.289 0.0905 0.153 8 "A2"
"3784" "M" 0.565 0.445 0.14 0.836 0.406 0.1605 0.2245 9 "A3"
"3785" "M" 0.57 0.45 0.14 0.9275 0.477 0.1605 0.2515 8 "A2"
"3786" "M" 0.57 0.44 0.145 0.8815 0.3605 0.1955 0.2735 10 "A3"
"3787" "M" 0.595 0.46 0.155 1.03 0.4275 0.207 0.3305 10 "A3"
"3788" "F" 0.605 0.48 0.175 1.1685 0.4815 0.2305 0.356 9 "A3"
"3789" "F" 0.615 0.455 0.135 1.059 0.4735 0.263 0.274 9 "A3"
"3790" "M" 0.62 0.46 0.17 1.127 0.535 0.2635 0.296 7 "A2"
"3791" "M" 0.625 0.47 0.17 1.1665 0.4605 0.2565 0.3945 11 "A4"
"3792" "F" 0.68 0.52 0.185 1.541 0.5985 0.395 0.4575 10 "A3"
"3793" "M" 0.68 0.54 0.195 1.7825 0.5565 0.3235 0.4285 11 "A4"
"3794" "M" 0.68 0.52 0.175 1.543 0.7525 0.351 0.374 11 "A4"
"3795" "F" 0.71 0.555 0.17 1.47 0.5375 0.38 0.431 12 "A4"
"3796" "M" 0.5 0.385 0.12 0.6335 0.2305 0.125 0.235 14 "A5"
"3797" "F" 0.545 0.42 0.175 0.754 0.256 0.1775 0.275 10 "A3"
"3798" "F" 0.46 0.365 0.115 0.4485 0.165 0.083 0.17 14 "A5"
"3799" "M" 0.535 0.41 0.15 0.8105 0.345 0.187 0.24 11 "A4"
"3800" "M" 0.335 0.26 0.075 0.22 0.0855 0.04 0.085 6 "A1"
"3801" "F" 0.425 0.35 0.1 0.4425 0.175 0.0755 0.175 7 "A2"
"3802" "M" 0.41 0.325 0.1 0.3555 0.146 0.072 0.105 9 "A3"
"3803" "I" 0.17 0.105 0.035 0.034 0.012 0.0085 0.005 4 "A1"
"3804" "I" 0.335 0.25 0.095 0.185 0.0795 0.0495 0.055 8 "A2"
"3805" "M" 0.52 0.425 0.125 0.79 0.372 0.205 0.19 8 "A2"
"3806" "F" 0.53 0.41 0.145 0.8255 0.375 0.204 0.245 9 "A3"
"3807" "M" 0.5 0.42 0.125 0.62 0.255 0.15 0.205 11 "A4"
"3808" "F" 0.615 0.475 0.145 0.9525 0.3915 0.195 0.32 9 "A3"
"3809" "M" 0.575 0.45 0.16 0.955 0.44 0.1685 0.27 16 "A6"
"3810" "M" 0.57 0.45 0.155 0.91 0.326 0.1895 0.355 14 "A5"
"3811" "M" 0.455 0.35 0.105 0.416 0.1625 0.097 0.145 11 "A4"
"3812" "I" 0.37 0.275 0.085 0.2045 0.096 0.056 0.08 6 "A1"
"3813" "M" 0.445 0.37 0.125 0.515 0.2495 0.087 0.159 9 "A3"
"3814" "F" 0.675 0.535 0.22 1.604 0.6175 0.4255 0.453 14 "A5"
"3815" "M" 0.385 0.3 0.115 0.3435 0.1645 0.085 0.1025 6 "A1"
"3816" "F" 0.375 0.295 0.11 0.3005 0.1255 0.0575 0.1035 7 "A2"
"3817" "M" 0.56 0.44 0.13 0.8255 0.2425 0.202 0.285 10 "A3"
"3818" "M" 0.55 0.41 0.15 0.785 0.282 0.186 0.275 12 "A4"
"3819" "F" 0.57 0.465 0.155 0.9685 0.446 0.261 0.255 9 "A3"
"3820" "F" 0.485 0.4 0.155 0.731 0.236 0.183 0.255 11 "A4"
"3821" "M" 0.41 0.335 0.115 0.4405 0.19 0.085 0.135 8 "A2"
"3822" "I" 0.335 0.255 0.085 0.1785 0.071 0.0405 0.055 9 "A3"
"3823" "M" 0.655 0.515 0.2 1.373 0.443 0.3375 0.49 16 "A6"
"3824" "F" 0.565 0.45 0.165 0.9765 0.322 0.244 0.37 12 "A4"
"3825" "F" 0.57 0.44 0.19 1.018 0.447 0.207 0.265 9 "A3"
"3826" "F" 0.55 0.465 0.15 1.082 0.3575 0.194 0.19 14 "A5"
"3827" "F" 0.63 0.475 0.175 1.423 0.4155 0.3385 0.49 14 "A5"
"3828" "M" 0.475 0.37 0.125 0.655 0.266 0.1725 0.185 10 "A3"
"3829" "F" 0.655 0.5 0.18 1.4155 0.508 0.314 0.445 18 "A6"
"3830" "I" 0.32 0.235 0.065 0.1385 0.058 0.0225 0.05 5 "A1"
"3831" "M" 0.525 0.395 0.165 0.782 0.285 0.1405 0.285 19 "A6"
"3832" "F" 0.525 0.43 0.165 0.717 0.289 0.1745 0.195 10 "A3"
"3833" "F" 0.5 0.39 0.13 0.6355 0.2505 0.1635 0.195 15 "A6"
"3834" "F" 0.44 0.34 0.135 0.3975 0.1505 0.0945 0.135 8 "A2"
"3835" "F" 0.49 0.385 0.16 0.656 0.2455 0.171 0.205 9 "A3"
"3836" "M" 0.545 0.44 0.165 0.744 0.2875 0.204 0.25 15 "A6"
"3837" "F" 0.45 0.36 0.11 0.447 0.203 0.082 0.13 12 "A4"
"3838" "F" 0.515 0.4 0.115 0.578 0.191 0.1445 0.17 9 "A3"
"3839" "I" 0.33 0.25 0.075 0.1405 0.056 0.035 0.05 5 "A1"
"3840" "F" 0.525 0.41 0.15 0.708 0.274 0.151 0.25 12 "A4"
"3841" "M" 0.295 0.225 0.09 0.1385 0.048 0.046 0.05 9 "A3"
"3842" "M" 0.545 0.45 0.16 0.8615 0.2925 0.1545 0.365 16 "A6"
"3843" "F" 0.645 0.5 0.225 1.626 0.587 0.4055 0.41 15 "A6"
"3844" "M" 0.45 0.355 0.115 0.478 0.18 0.1185 0.155 10 "A3"
"3845" "F" 0.61 0.49 0.17 1.1775 0.5655 0.2385 0.295 15 "A6"
"3846" "I" 0.38 0.3 0.1 0.286 0.1305 0.056 0.09 7 "A2"
"3847" "F" 0.565 0.455 0.13 1.058 0.439 0.2645 0.3 10 "A3"
"3848" "F" 0.67 0.545 0.16 1.5415 0.5985 0.2565 0.495 15 "A6"
"3849" "M" 0.54 0.425 0.12 0.817 0.2945 0.153 0.195 10 "A3"
"3850" "I" 0.29 0.225 0.075 0.152 0.071 0.059 0.045 9 "A3"
"3851" "I" 0.41 0.33 0.105 0.335 0.1525 0.074 0.11 7 "A2"
"3852" "F" 0.46 0.375 0.12 0.4915 0.2205 0.088 0.17 7 "A2"
"3853" "F" 0.56 0.44 0.155 0.9705 0.4315 0.263 0.255 9 "A3"
"3854" "F" 0.575 0.45 0.1 0.9315 0.431 0.222 0.235 12 "A4"
